ProductKey,Product_Name,Brand,Unit_Cost_USD,Unit_Price_USD,SubcategoryKey,CategoryKey
217,Litware Home Theater System 5.1 Channel M512 Silver,Litware,321.44,699.0,203,2
218,Litware Home Theater System 5.1 Channel M513 Silver,Litware,316.85,689.0,203,2
219,Litware Home Theater System 7.1 Channel M710 Silver,Litware,264.72,799.0,203,2
220,Litware Home Theater System 7.1 Channel X711 Silver,Litware,367.43,1109.0,203,2
221,Litware Home Theater System 5.1 Channel M514 Silver,Litware,275.46,599.0,203,2
222,Litware Home Theater System 5.1 Channel M515 Silver,Litware,261.66,569.0,203,2
223,Litware Home Theater System 5.1 Channel M516 Silver,Litware,266.26,579.0,203,2
224,Litware Home Theater System 4.1 Channel M410 Brown,Litware,275.46,599.0,203,2
225,Litware Home Theater System 5.1 Channel M511 Brown,Litware,321.44,699.0,203,2
226,Litware Home Theater System 2.1 Channel E210 Brown,Litware,152.44,299.0,203,2
227,Litware Home Theater System 5.1 Channel M510 Brown,Litware,293.85,639.0,203,2
228,Litware Home Theater System 2.1 Channel E211 Brown,Litware,137.6,269.9,203,2
229,Litware Home Theater System 2.1 Channel E212 Brown,Litware,152.9,299.9,203,2
230,Litware Home Theater System 4.1 Channel M411 Brown,Litware,275.46,599.0,203,2
231,Litware Home Theater System 4.1 Channel M412 Brown,Litware,261.66,569.0,203,2
232,Litware Home Theater System 4.1 Channel M413 Brown,Litware,252.47,549.0,203,2
233,Litware Home Theater System 5.1 Channel M512 Brown,Litware,321.44,699.0,203,2
234,Litware Home Theater System 5.1 Channel M513 Brown,Litware,316.85,689.0,203,2
235,Litware Home Theater System 7.1 Channel M710 Brown,Litware,264.72,799.0,203,2
236,Litware Home Theater System 7.1 Channel X711 Brown,Litware,367.43,1109.0,203,2
237,Litware Home Theater System 5.1 Channel M514 Brown,Litware,275.46,599.0,203,2
238,Litware Home Theater System 5.1 Channel M515 Brown,Litware,261.66,569.0,203,2
239,Litware Home Theater System 5.1 Channel M516 Brown,Litware,266.26,579.0,203,2
240,Contoso Home Theater System 2.1 Channel E1200 Black,Contoso,152.44,299.0,203,2
241,Contoso Home Theater System 2.1 Channel M1210 Black,Contoso,167.73,329.0,203,2
242,Contoso Home Theater System 7.1 Channel M1700 Black,Contoso,294.54,889.0,203,2
243,Contoso Home Theater System 4.1 Channel M1400 Black,Contoso,208.52,409.0,203,2
244,Contoso Home Theater System 5.1 Channel M1500 Black,Contoso,197.28,429.0,203,2
245,Contoso Home Theater System 5.1 Channel M1510 Black,Contoso,224.87,489.0,203,2
246,Contoso Home Theater System 4.1 Channel M1410 Black,Contoso,167.73,329.0,203,2
247,Contoso Home Theater System 5.1 Channel M1520 Black,Contoso,155.89,339.0,203,2
248,Contoso Home Theater System 5.1 Channel M1530 Black,Contoso,183.49,399.0,203,2
249,Contoso Home Theater System 2.1 Channel E1220 Black,Contoso,101.46,199.0,203,2
250,Contoso Home Theater System 5.1 Channel M1540 Black,Contoso,243.27,529.0,203,2
251,Contoso Home Theater System 4.1 Channel M1420 Black,Contoso,244.72,480.0,203,2
252,Contoso Home Theater System 2.1 Channel M1230 Black,Contoso,183.54,360.0,203,2
253,Contoso Home Theater System 2.1 Channel E1200 Silver,Contoso,152.44,299.0,203,2
254,Contoso Home Theater System 2.1 Channel M1210 Silver,Contoso,167.73,329.0,203,2
255,Contoso Home Theater System 7.1 Channel M1700 Silver,Contoso,294.54,889.0,203,2
256,Contoso Home Theater System 4.1 Channel M1400 Silver,Contoso,208.52,409.0,203,2
257,Contoso Home Theater System 5.1 Channel M1500 Silver,Contoso,197.28,429.0,203,2
258,Contoso Home Theater System 5.1 Channel M1510 Silver,Contoso,224.87,489.0,203,2
259,Contoso Home Theater System 4.1 Channel M1410 Silver,Contoso,167.73,329.0,203,2
260,Contoso Home Theater System 5.1 Channel M1520 Silver,Contoso,155.89,339.0,203,2
261,Contoso Home Theater System 5.1 Channel M1530 Silver,Contoso,183.49,399.0,203,2
262,Contoso Home Theater System 2.1 Channel E1220 Silver,Contoso,101.46,199.0,203,2
263,Contoso Home Theater System 5.1 Channel M1540 Silver,Contoso,243.27,529.0,203,2
264,Contoso Home Theater System 4.1 Channel M1420 Silver,Contoso,244.72,480.0,203,2
265,Contoso Home Theater System 2.1 Channel M1230 Silver,Contoso,183.54,360.0,203,2
266,Contoso Home Theater System 2.1 Channel E1200 White,Contoso,152.44,299.0,203,2
267,Contoso Home Theater System 2.1 Channel M1210 White,Contoso,167.73,329.0,203,2
268,Contoso Home Theater System 7.1 Channel M1700 White,Contoso,294.54,889.0,203,2
269,Contoso Home Theater System 4.1 Channel M1400 White,Contoso,208.52,409.0,203,2
270,Contoso Home Theater System 5.1 Channel M1500 White,Contoso,197.28,429.0,203,2
271,Contoso Home Theater System 5.1 Channel M1510 White,Contoso,224.87,489.0,203,2
272,Contoso Home Theater System 4.1 Channel M1410 White,Contoso,167.73,329.0,203,2
273,Contoso Home Theater System 5.1 Channel M1520 White,Contoso,155.89,339.0,203,2
274,Contoso Home Theater System 5.1 Channel M1530 White,Contoso,183.49,399.0,203,2
275,Contoso Home Theater System 2.1 Channel E1220 White,Contoso,101.46,199.0,203,2
276,Contoso Home Theater System 5.1 Channel M1540 White,Contoso,243.27,529.0,203,2
277,Contoso Home Theater System 4.1 Channel M1420 White,Contoso,244.72,480.0,203,2
278,Contoso Home Theater System 2.1 Channel M1230 White,Contoso,183.54,360.0,203,2
279,Contoso Home Theater System 2.1 Channel E1200 Brown,Contoso,152.44,299.0,203,2
280,Contoso Home Theater System 2.1 Channel M1210 Brown,Contoso,167.73,329.0,203,2
281,Contoso Home Theater System 7.1 Channel M1700 Brown,Contoso,294.54,889.0,203,2
282,Contoso Home Theater System 4.1 Channel M1400 Brown,Contoso,208.52,409.0,203,2
283,Contoso Home Theater System 5.1 Channel M1500 Brown,Contoso,197.28,429.0,203,2
284,Contoso Home Theater System 5.1 Channel M1510 Brown,Contoso,224.87,489.0,203,2
285,Contoso Home Theater System 4.1 Channel M1410 Brown,Contoso,167.73,329.0,203,2
286,Contoso Home Theater System 5.1 Channel M1520 Brown,Contoso,155.89,339.0,203,2
287,Contoso Home Theater System 5.1 Channel M1530 Brown,Contoso,183.49,399.0,203,2
288,Contoso Home Theater System 2.1 Channel E1220 Brown,Contoso,101.46,199.0,203,2
289,Contoso Home Theater System 5.1 Channel M1540 Brown,Contoso,243.27,529.0,203,2
290,Contoso Home Theater System 4.1 Channel M1420 Brown,Contoso,244.72,480.0,203,2
291,Contoso Home Theater System 2.1 Channel M1230 Brown,Contoso,183.54,360.0,203,2
292,SV Car Video LCD7W M7080 Black,Southridge Video,229.93,500.0,205,2
293,SV Car Video LCD7W M7081 Black,Southridge Video,229.47,499.0,205,2
294,SV Car Video TFT7 M7000 Black,Southridge Video,152.44,299.0,205,2
295,SV Car Video TFT6.2W E6280 Black,Southridge Video,142.24,279.0,205,2
296,SV Car Video TFT6.2W E6281 Black,Southridge Video,132.05,259.0,205,2
297,SV Car Video TFT6.2W E6282 Black,Southridge Video,137.14,269.0,205,2
298,SV Car Video TFT7 M7001 Black,Southridge Video,157.54,309.0,205,2
299,SV Car Video AM/FM E1000 Black,Southridge Video,101.46,199.0,205,2
300,SV Car Video AM/FM E1001 Black,Southridge Video,111.65,219.0,205,2
301,SV Car Video TFT7 M7002 Black,Southridge Video,162.64,319.0,205,2
302,SV Car Video LCD9.2W X9280 Black,Southridge Video,330.99,999.0,205,2
303,SV Car Video LCD9.2W X9281 Black,Southridge Video,287.92,869.0,205,2
304,SV Car Video LCD7W M7082 Black,Southridge Video,321.44,699.0,205,2
305,SV Car Video LCD7 M7001 Black,Southridge Video,151.3,329.0,205,2
306,SV Car Video LCD7 M7002 Black,Southridge Video,169.69,369.0,205,2
307,SV Car Video LCD7 M7003 Black,Southridge Video,169.69,369.0,205,2
308,SV Car Video LCD7W M7080 Silver,Southridge Video,229.93,500.0,205,2
309,SV Car Video LCD7W M7081 Silver,Southridge Video,229.47,499.0,205,2
310,SV Car Video TFT7 M7000 Silver,Southridge Video,152.44,299.0,205,2
311,SV Car Video TFT6.2W E6280 Silver,Southridge Video,142.24,279.0,205,2
312,SV Car Video TFT6.2W E6281 Silver,Southridge Video,132.05,259.0,205,2
313,SV Car Video TFT6.2W E6282 Silver,Southridge Video,137.14,269.0,205,2
314,SV Car Video TFT7 M7001 Silver,Southridge Video,157.54,309.0,205,2
315,SV Car Video AM/FM E1000 Silver,Southridge Video,101.46,199.0,205,2
316,SV Car Video AM/FM E1001 Silver,Southridge Video,111.65,219.0,205,2
317,SV Car Video TFT7 M7002 Silver,Southridge Video,162.64,319.0,205,2
318,SV Car Video LCD9.2W X9280 Silver,Southridge Video,330.99,999.0,205,2
319,SV Car Video LCD9.2W X9281 Silver,Southridge Video,287.92,869.0,205,2
